Date,QQQ,SPY,SMA110,SMA250,Ret_Strategy,Strategy_Idx,Benchmark_Idx
2006-06-27,32.16594696044922,86.25698852539062,,,-0.005695256435762147,99430.47435642379,
2006-06-28,32.405921936035156,86.84175109863281,,,0.004886867029916875,99916.3778633252,100677.93066189652
2006-06-29,33.39155197143555,88.59600067138672,,,0.019296192621876186,101844.38353665608,102711.67842279536
2006-06-30,33.228702545166016,88.60296630859375,,,0.00692952497146695,102550.11673557699,102719.75386958072
2007-03-02,36.47380065917969,97.49656677246094,37.17554387179288,,-0.019059183203261693,100595.59527319774,113030.33926782849
2007-03-05,36.19043731689453,96.56853485107422,37.19371917031028,,-0.010882051007344374,99500.90887432064,111954.44740416396
2007-03-06,36.79148483276367,98.22077178955078,37.211901265924624,,0.021651957770638386,101655.29835140756,113869.92922972086
2007-03-07,36.6455078125,98.122314453125,37.227197265625,,-0.002628803717245415,101388.0665252237,113755.78504487396
2007-03-08,36.89451217651367,98.95201110839844,37.24514656066894,,0.009194929623283998,102320.32266156397,114717.67424302189
2007-03-09,36.86018371582031,98.98014068603516,37.26192609613592,,-0.0022394049773599546,102091.18602171059,114750.2856036984
2007-03-12,37.100582122802734,99.12770080566406,37.28229463750666,,0.006577363864626617,102762.67689954668,114921.35593915937
2007-03-13,36.37934875488281,97.20128631591797,37.30008229342374,,-0.01855183979430124,100856.24018087276,112688.01285278554
2007-03-14,36.91167449951172,97.92546844482422,37.321384048461915,,0.006568972294754149,101518.76202837398,113527.5762798035
2007-03-15,36.825809478759766,98.05906677246094,37.3341871434992,,0.00555698708423622,102082.9004777733,113682.46034186115
2007-03-16,36.7974853515625,97.78443145751953,37.34517354098233,,0.00022852803531510076,102106.22928245876,113364.06838355557
2007-03-19,37.175506591796875,98.96329498291016,37.36029829545455,,0.009180017473565272,103043.56625143158,114730.75593611672
2007-03-20,37.44185256958008,99.50678253173828,37.376752749356356,,0.007361347365526205,103802.105736391,115360.83537445481
2007-03-21,38.16351318359375,101.1444091796875,37.399222183227536,,0.014079392156680894,105263.5762897429,117259.37910516617
2007-03-22,38.02605438232422,101.06676483154297,37.4210654518821,,-0.003869122092485416,104856.29866118621,117169.36396613582
2007-03-23,37.90577697753906,101.21501922607422,37.43666995655406,,-0.0013945429877212034,104710.07204516987,117341.23919278789
2007-03-26,38.060420989990234,101.08084869384766,37.45188716541637,,0.0023302172311232714,104954.06925932167,117185.69175886946
2007-03-27,37.794097900390625,100.84088897705078,37.46437162919478,,-0.003752743737380532,104560.20353319615,116907.50013532786
2007-03-28,37.3902702331543,100.1067886352539,37.476848949085586,,-0.0021551122610276533,104334.86455654622,116056.43826272288
2007-03-29,37.43325424194336,100.21266174316406,37.49127634221857,,0.004613573165281004,104816.22108786753,116179.17974688561
2007-03-30,37.398887634277344,100.23387145996094,37.504611656882545,,-0.001863982446761764,104620.84549162383,116203.76873052563
2007-04-03,37.94013977050781,101.42678833007812,37.531759574196556,,0.006113792673121365,105260.47565024627,117586.74869598784
2007-04-04,38.09479522705078,101.53970336914062,37.54955014315519,,0.003113571201363713,105588.21163587274,117717.6540765174
2007-04-05,38.28380584716797,101.8150634765625,37.566798123446375,,0.001836607911864813,105782.13578076284,118036.88630584665
2007-04-09,38.18929672241211,101.95616149902344,37.58014633872292,,0.0004458863167943752,105829.30258766876,118200.46496175976
2007-04-10,38.38690948486328,102.0761947631836,37.600046678022906,,0.0026341272826543418,106108.07044091924,118339.62268823756
2007-04-11,37.98310089111328,101.65972137451172,37.614171184193005,,-0.002875510308830026,105802.95559051631,117856.79411307894
2007-04-12,38.28380584716797,102.1114730834961,37.63024985573509,,0.00498425268683993,106330.30425619397,118380.52177469492
2007-04-13,38.36113357543945,102.57735443115234,37.6515532060103,,0.002666819288160288,106613.86796250034,118920.63029879336
2007-04-16,38.713375091552734,103.55149841308594,37.67574684836648,,0.005998399534599585,107253.38053846847,120049.98108947955
2007-04-17,38.79930877685547,103.82672882080078,37.70157928466797,,0.0006816645998569629,107326.49137119652,120369.06295452034
2007-04-18,38.67044448852539,103.95384216308594,37.7214845830744,,0.0027669793418435063,107623.46155565316,120516.42880215567
2007-04-19,38.79072189331055,103.92558288574219,37.74022248008034,,-0.00457976190661607,107130.57172616242,120483.66707719071
2007-04-20,39.0054817199707,104.90670013427734,37.759353603016244,,0.009721706259046708,108172.06367584791,121621.10215962041
2007-04-23,39.065635681152344,104.51143646240234,37.7805907162753,,-0.0010453716579731046,108058.98366629671,121162.8625681018
2007-04-24,39.263221740722656,104.55380249023438,37.80206493030895,,0.0014269144791639377,108213.17459469389,121211.97862067482
2007-04-25,39.78732681274414,105.51375579833984,37.82487342140892,,0.0035607592409279518,108598.49565612209,122324.8777892134
2007-04-26,39.99351501464844,105.63372802734375,37.845970223166724,,-0.004720879359515895,108085.81525950463,122463.96475602605
2007-04-27,40.01069259643555,105.549072265625,37.86581979231401,,-0.0018847398890501521,107882.10161204453,122365.82110046146
2007-04-30,39.48661804199219,104.67376708984375,37.87942376570268,,-0.004117586248873828,107437.88775394716,121351.05674252936
2007-05-02,39.8818244934082,105.5561294555664,37.90921041315252,,0.005725006048771797,108052.97031120575,122374.00268674454
2007-05-03,40.027889251708984,106.12786102294922,37.92656575983221,,0.006951251446855966,108804.0736774186,123036.8261601313
2007-05-04,40.06224822998047,106.53022766113281,37.94205037897284,,0.002312574660664596,109055.69122118209,123503.30040768185
2007-05-07,40.06224822998047,106.55138397216797,37.958158839832656,,0.00514063010768241,109616.3061908878,123527.82747661485
2007-05-08,40.14816665649414,106.41027069091797,37.982922467318446,,-0.00381517495311493,109198.10080505536,123364.2311307855
2007-05-09,40.23408508300781,106.69966888427734,38.0074537450617,,0.0020770580487849194,109424.91159924454,123699.73808309948
2007-05-10,39.6842155456543,105.58438873291016,38.02464714050293,,-0.015299086659847218,107750.81039394159,122406.7644117095
2007-05-11,40.19111251831055,106.48788452148438,38.04668266989968,,0.00994906998538141,108822.83074753247,123454.21088998327
2007-05-14,39.916175842285156,106.25495147705078,38.069181234186345,,-0.0031025328760610482,108485.20433747224,123184.1654728922
2007-05-15,39.606903076171875,106.28316497802734,38.08419068076394,,0.001966162334906041,108698.50386013517,123216.87412810829
2007-05-16,39.99351501464844,107.01021575927734,38.10146747935902,,0.003090140035801081,109034.39745874506,124059.76325938835
2007-05-17,39.804500579833984,106.79846954345703,38.118273266878994,,-0.005644185887078207,108418.98705140234,123814.28029106285
2007-05-18,40.1309814453125,107.73025512695312,38.142412740534,,0.0050899446623151375,108970.83369583824,124894.52387413416
2007-05-21,40.388736724853516,107.67374420166016,38.16733644658869,,0.0006293612939469787,109039.41572073555,124829.00926916236
2007-05-22,40.42308807373047,107.58899688720703,38.19132475419478,,-0.00028729742516569426,109008.08897735742,124730.75947410004
2007-05-23,40.23408508300781,107.60313415527344,38.215622086958454,,-0.0014455000866133276,108850.51777529909,124747.14918154066
2007-05-24,39.658451080322266,106.62899017333984,38.23406268033114,,-0.012959191992229257,107439.90301699542,123617.79839085447
2007-05-25,39.9076042175293,107.07379150390625,38.250948160344905,,0.006663328706534144,108155.8104069958,124133.46829560134
2007-05-29,40.21689987182617,107.46199798583984,38.26975555419922,,0.0024848138278333208,108424.55746025562,124583.52630083685
2007-05-30,40.543373107910156,108.33721923828125,38.29496536254883,,0.004333644189343256,108894.43091367537,125598.19336422934
2007-05-31,40.73237609863281,108.22431945800781,38.32298629067161,,0.006467098727271225,109598.66194924412,125467.30567361608
2007-06-04,40.878440856933594,108.77493286132812,38.385507652976294,,0.004255471753660295,110065.0559594081,126105.64630286056
2007-06-05,40.878440856933594,108.34432983398438,38.422037263350056,,-0.005487215363721576,109461.10529333877,125606.43686521947
2007-06-06,40.440284729003906,107.17964172363281,38.453178787231444,,-0.008280976174915706,108554.66048832469,124256.18324488965
2007-06-07,39.8131103515625,105.24555206298828,38.47690141851252,,-0.012890502482601984,107155.33636780192,122013.94213062304
2007-06-08,40.30280303955078,106.6149673461914,38.506715046275744,,0.0035975323572117915,107540.831157633,123601.54135778599
2007-06-11,40.225486755371094,106.79846954345703,38.53551358309659,,0.005117361974074142,108091.15651765939,123814.28029106281
